Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
3801,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",12500,0,28,28,0,500,Month,500,500,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",No,"Carport (Covered, but not fully enclosed)",,Yes,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at a few places.,Yes,Not interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.74,2.9,2.91,2.89,5.7,2.74,2.9,2.91,2.89,,-3,-2.07,-3,-3,-3,-2.07,-3,-3,5.7,5.7,5.7,5.7,5.7,5.7,5.7,,,,,,,,5.7,5.7,5.7,5.7,5.7,5.7,,,,,,,-2.87,-2.87,-3,-3,2.88,2.88,-3,-3,2.95,2.95,2.9,2.9,2.96,2.96,2.84,2.84,2.89,2.89,0.816243845,0.346249688,-0.480305145,-0.343704663,0,0,0,0,0,0,0,1.003048609,-0.834767458,0.634459351,0,5,0,5,0,0,0,0,0,5,5,0,5,5,0,0,0,5,0,5,0,0,0,0,0,5,5,0,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3802,EV,,,,EV,Some College,Some College,Male,Male,Male,"$35,000 to 49,999","$35,000 to 49,999",24000,0,30,30,0,163,Week,652,652,15,Week,60,60,"I'm the only driver, so this question doesn't really apply to me",No,"Carport (Covered, but not fully enclosed)",,Yes,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only electricity",No,No,Yes. I've seen them at several places.,Yes,Very interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Compact,Compact,0,2.68,2.85,1.67,4.125,0,2.68,2.85,1.67,,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-0.24,-3,-3,4.125,-3,-3,0,-0.24,-3,-3,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-3,-3,-3,-3,2.44,2.44,2.36,2.36,1.86,1.86,2.14,2.14,1.92,1.92,-3,-3,-3,-3,0.749500312,-0.642519615,-0.369833827,-0.658581338,-1.260085692,-0.362355284,-1.452644922,-1.992674345,0,0,0,0.902923007,-1.059511992,-3.908706585,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3807,,,,Gas,Gas,High School Graduate or GED,High school or less,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",26851,0,34,34,0,80,Week,320,320,20,Week,80,80,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,On the Street,Garage (attached to your home or freestanding),Yes,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"No, we don't have natural gas","No, neither one",No,No,Yes. I've seen them at one place.,Yes,Not interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Midsize,Midsize,2.92,-2.97,-2.93,-2.95,-2.92,2.92,-2.97,-2.93,-2.95,-2.92,-2.98,-2.9,-2.9,-2.9,-2.98,-2.9,-2.9,-2.9,0,-2.95,2.87,2.92,0,0,0,0,-2.95,2.87,2.92,0,0,0,2.89,4.125,4.125,4.125,4.125,4.125,2.89,,,,,,0,0,4.125,,4.125,,4.125,,2.89,2.89,0,0,0,0,4.125,,2.86,2.86,-2.279520587,-0.758489134,-0.323856571,-0.632035147,0.014706138,1.197724342,-0.969295667,-0.673344337,0.307590606,0.703355371,1.412485276,-0.669197941,0.508055516,1.474598849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.294581393,0,0,0,0,0,0,0,1.098193798,0,1.098193798,0,0,1.098193798,0,0,0,0,
3811,Gas,,,,Gas,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",28500,0,17,17,0,200,Week,800,800,35,Week,140,140,"I have my car; they have their car. In general, we don't switch or swap",Yes,Driveway (Not Covered),Driveway (Not Covered),No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","No, neither one",No,No,No. I haven't seen any.,No,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Compact,Compact,2.94,2.92,2.79,2.87,-2.97,2.94,2.92,2.79,2.87,-2.97,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2.9,2.94,2.94,0,1.33,-3,-3,2.9,2.94,2.94,0,1.33,-2.94,4.125,4.125,1.46,0,1.49,-2.94,,,1.46,0,1.49,0,0,0,0,-3,-3,-3,-3,0,0,-1.73,-1.73,-1.74,-1.74,-2.94,-2.94,,,0.427718999,0.991106765,-0.369833827,-0.658581338,0.170407938,1.063088804,-1.248687492,0.557599572,0.077261386,-0.169328208,-0.686285637,-1.716949856,0.652593172,-1.00867742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,5,5,5,0,5,5,0,0,0,0,0,30,0,0,0,0,5,0,0,5,5,5,0,5,5,0,0,0,0,
3813,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$200,000 to $249,999","$200,000 to 249,999",26000,0,,,,,,,,,,,,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Garage (attached to your home or freestanding),Driveway (Not Covered),Yes,No,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,Yes,Yes. I've seen them at a few places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",Yes,Midsize,Midsize,-0.6,2.9,-0.36,4.125,4.125,-0.6,2.9,-0.36,,,4.125,1.75,4.125,4.125,,1.75,,,4.125,0,2.48,4.125,2.78,4.125,2.96,,0,2.48,,2.78,,2.96,4.125,2.49,0,1.65,1.16,2.8,,2.49,0,1.65,1.16,2.8,2.92,2.92,-2.43,-2.43,2.67,2.67,2.53,2.53,2.32,2.32,2.63,2.63,2.87,2.87,2.37,2.37,2.72,2.72,0.642615353,-1.73982222,0.410679613,0.985199172,0.990514335,0.620138426,0.212566132,0.540469216,0.774756393,0.249496723,0.391454736,0.808313517,-0.520911201,0.612563801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,21.96387595,4.39277519,1.098193798,0,5.490968988,0,0,0,5.490968988,5.490968988,0,0,0,0,0,0,0,0,
3823,HEV,,,,HEV,Some Graduate School,Some Graduate School,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",30000,0,22,22,0,150,Week,600,600,40,Week,160,160,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,No,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,Yes,No. I haven't seen any.,No,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,No,Midsize,Midsize,2.95,2.89,2.91,4.125,4.125,2.95,2.89,2.91,,,-2.94,0,-2.95,-2.94,-2.94,0,-2.95,-2.94,2.9,0,2.89,0,2.96,-2.95,-2.97,2.9,0,2.89,0,2.96,-2.95,-2.97,-2.96,4.125,4.125,4.125,0,0,-2.96,,,,0,0,-2.96,-2.96,-2.93,-2.93,2.9,2.9,-2.99,-2.99,2.92,2.92,2.89,2.89,2.89,2.89,2.89,2.89,2.88,2.88,0.645588032,0.499420097,-0.687916627,0.354733198,-1.553545707,-0.342750348,0.614608778,0.819412356,-0.334275262,-0.438359068,-0.476127524,0.988570634,-0.795521321,0.635855364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,3,3,3,0,4,5,0,0,5,2,0,30,0,0,0,0,5,0,0,3,3,3,0,4,5,0,0,5,2,
3842,,,HEV,,HEV,College Graduate,College Graduate,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",25000,0,25,25,0,65,Week,260,260,65,Month,65,65,"I have my car; they have their car. In general, we don't switch or swap",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only hydrogen",No,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,No,Midsize,Midsize,2.59,-2.73,2.4,-2.57,4.125,2.59,-2.73,2.4,-2.57,,-2.68,-1.88,-2.59,-2.76,-2.68,-1.88,-2.59,-2.76,-0.14,-2.21,4.125,4.125,4.125,-2.47,-2.14,-0.14,-2.21,,,,-2.47,-2.14,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-0.32,-0.32,-1.86,-1.86,2.48,2.48,-2.74,-2.74,2.04,2.04,2.05,2.05,2.06,2.06,2.72,2.72,2.54,2.54,-1.802105254,0.552247717,-0.30511771,-0.262166585,-1.224323838,-0.365156416,-0.616045979,-0.222903542,0,0,0,0.468893472,-0.211924968,0.650199085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,21.96387595,5.490968988,0,0,5.490968988,5.490968988,0,0,0,0,0,0,0,5.490968988,0,0,0,0,
3844,Gas,,,,Gas,Some College,Some College,Male,Male,Male,"$35,000 to 49,999","$35,000 to 49,999",,1,,,1,100,Week,400,400,35,Week,140,140,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),,Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas",I'm not sure,No,No,I'm not sure whether I've seen any or not.,No,Not interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Midsize,Midsize,0,4.125,4.125,-3,4.125,0,,,-3,,2.98,-3,-3,-3,2.98,-3,-3,-3,4.125,0,2.84,2.82,2.85,4.125,2.91,,0,2.84,2.82,2.85,,2.91,-2.94,4.125,4.125,2.91,4.125,4.125,-2.94,,,2.91,,,4.125,,4.125,,-1.18,-1.18,4.125,,1.34,1.34,0,0,1.79,1.79,0.93,0.93,1.96,1.96,-1.709596067,-1.484021976,0.28680934,-0.283456945,0.968553323,0.898475608,0.239186283,0.555399531,0.149869348,-0.105527991,-0.805237799,-0.439703419,0.140135773,0.645617535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3845,EV,,,,EV,College Graduate,College Graduate,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",16000,0,30,30,0,500,Week,2000,2000,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",No,Driveway (Not Covered),,No,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,No. I haven't seen any.,No,Very interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Large,Large,-1.74,2.1,2.58,2.68,4.125,-1.74,2.1,2.58,2.68,,-2.89,-2.93,-3,-2.79,-2.89,-2.93,-3,-2.79,2.76,-2.93,4.125,-0.24,0,4.125,4.125,2.76,-2.93,,-0.24,0,,,5.7,4.125,4.125,4.125,4.125,4.125,,,,,,,-3,-3,-2.85,-2.85,2.69,2.69,2.4,2.4,2.96,2.96,2.87,2.87,2.84,2.84,4.125,,2.84,2.84,1.206597196,-1.639286001,-0.285051813,-0.667826246,-0.74767648,-0.597160768,-0.666014193,-0.374503188,0,0,0,0.962949381,-0.752025561,0.619409337,0,5,0,5,0,0,0,0,0,0,5,5,5,5,0,0,0,5,0,5,0,0,0,0,0,0,5,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3847,HEV,,,,HEV,Some College,Some College,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",30000,0,,,,,,,,,,,,Every day we decide who will drive the car or who will drive which car,Yes,On the Street,,No,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",No,No,Yes. I've seen them at a few places.,Yes,Interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.99,2.9,2.7,5.7,2.8,2.99,2.9,2.7,,2.8,-0.21,-0.49,-1.34,-0.69,-0.21,-0.49,-1.34,-0.69,2.07,-1.05,2.36,1.84,1.23,0.9,2.01,2.07,-1.05,2.36,1.84,1.23,0.9,2.01,0.15,0.97,1.58,2.14,0.89,1.78,0.15,0.97,1.58,2.14,0.89,1.78,2.28,2.28,-0.32,-0.32,1.21,1.21,1.64,1.64,0.24,0.24,0.94,0.94,0,0,1.01,1.01,1.93,1.93,0.947314175,0.059102772,0.813095768,0.100734303,0.634585158,0.463935326,-0.100831847,-0.022647122,0.267134127,0.667036375,0.205023199,-0.554996386,0.614906994,0.705223133,4,4,2,3,4,4,3,0,3,3,0,0,0,0,0,0,4.356644463,4.356644463,2.178322232,3.267483348,4.356644463,4.356644463,3.267483348,0,3.267483348,3.267483348,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3860,Gas,,,,Gas,College Graduate,College Graduate,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",25000,0,30,30,0,10,Week,40,40,30,Month,30,30,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at one place.,Yes,Not interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Compact,Compact,2.7,4.125,4.125,4.125,4.125,2.7,,,,,-3,-2.94,-3,-2.89,-3,-2.94,-3,-2.89,-1.43,-1.25,4.125,4.125,4.125,4.125,2.92,-1.43,-1.25,,,,,2.92,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,4.125,,4.125,,2.1,2.1,2.66,2.66,2.98,2.98,2.32,2.32,2.4,2.4,2.63,2.63,2.52,2.52,0.016497838,0.177103122,-0.334522832,-0.65913821,0.949466013,0.287903147,-0.584169253,0.116686736,0,0,0,0.757800837,-0.106081617,0.506155677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,32.94581393,5.490968988,5.490968988,5.490968988,5.490968988,5.490968988,5.490968988,0,0,0,0,0,0,0,0,0,0,0,
3863,,,,HEV,HEV,Some Graduate School,Some Graduate School,Female,Female,Female,"$150,000 to $199,999","$150,000 to 199,999",,1,23,23,0,100,Month,100,100,80,Month,80,80,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,Yes,No. I haven't seen any.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.78,0.82,2.8,2.85,0,2.78,0.82,2.8,2.85,0,-2.84,-2.85,-2.83,-2.88,-2.84,-2.85,-2.83,-2.88,-0.7,-1.02,1.88,2.81,2.58,4.125,4.125,-0.7,-1.02,1.88,2.81,2.58,,,-2.5,4.125,4.125,4.125,1.21,1.23,-2.5,,,,1.21,1.23,1.31,1.31,0,0,1.28,1.28,1.28,1.28,1.48,1.48,1.41,1.41,1.32,1.32,0,0,0,0,0.444541307,0.242927506,-0.29475122,-0.602833352,0.34102318,0.910264267,-0.279653721,0.338970591,0.37580077,-0.153517809,-0.455944415,0.275768139,0.751271906,-1.174075239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,5,0,0,5,5,5,0,0,5,0,0,0,0,0,32.94581393,0,0,5.490968988,0,5.490968988,0,0,5.490968988,5.490968988,5.490968988,0,0,5.490968988,0,0,0,0,
3864,PHEV,,,,PHEV,Some College,Some College,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",34000,0,22,22,0,750,Month,750,750,100,Month,100,100,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,Yes,Yes. I've seen them at a few places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Compact,Compact,2.98,4.125,2.76,2.94,4.125,2.98,,2.76,2.94,,-3,-3,-3,-3,-3,-3,-3,-3,2.22,-1.64,4.125,4.125,0.16,-3,4.125,2.22,-1.64,,,0.16,-3,,4.125,4.125,4.125,1.18,4.125,4.125,,,,1.18,,,4.125,,-2.96,-2.96,0.86,0.86,-1.91,-1.91,4.125,,0,0,0,0,2.87,2.87,4.125,,0.76625609,0.384039732,-0.369833827,-0.658581338,-1.451712789,-0.235657241,-0.174843673,-0.412584771,-0.088888636,-0.051268408,0.098229598,-0.610345135,-0.913302137,0.323744858,3,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,3.267483348,0,0,0,0,0,0,0,0,0,0,5.445805579,5.445805579,0,5.445805579,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3870,,,,HEV,HEV,Some College,Some College,Female,Female,Female,"$100,000 to 149,999","$100,000 to 149,999",10000,0,,,,,,,,,,,,Every day we decide who will drive the car or who will drive which car,Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, but only electricity",Yes,Yes,Yes. I've seen them at several places.,Yes,Very interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Midsize,Midsize,2.43,2.66,1.95,2.47,1.92,2.43,2.66,1.95,2.47,1.92,2.65,2.26,2.39,2.37,2.65,2.26,2.39,2.37,2.41,2.7,2.22,2.02,2.29,2.46,1.85,2.41,2.7,2.22,2.02,2.29,2.46,1.85,2.38,1.85,2.48,2.03,2.15,2.16,2.38,1.85,2.48,2.03,2.15,2.16,2.37,2.37,2.48,2.48,2.69,2.69,2.45,2.45,2.53,2.53,2.49,2.49,2.3,2.3,2.69,2.69,2.61,2.61,0.754755842,-0.203869711,2.618102033,1.018838959,1.341658749,0.380692106,1.319125867,0.103429552,0.668070474,1.043686044,0.982225075,0.841412121,2.286748472,0.683416874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.08013177,0,2.196387595,5.490968988,4.39277519,0,0,0,0,0,0,0,0,0,0,0,0,0,
3872,HEV,,,,HEV,Some College,Some College,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",21000,0,35,35,0,160,Week,640,640,105,Month,105,105,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,Yes. I've seen them at a few places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Compact,Compact,2.65,0.83,2.75,1.51,-0.81,2.65,0.83,2.75,1.51,-0.81,-2.82,-0.89,-2.05,-3,-2.82,-0.89,-2.05,-3,-2.83,0.36,4.125,-0.73,-1.46,4.125,-0.67,-2.83,0.36,,-0.73,-1.46,,-0.67,4.125,-0.7,4.125,1.01,-0.73,0.14,,-0.7,,1.01,-0.73,0.14,-1.2,-1.2,-0.88,-0.88,2.44,2.44,-2.57,-2.57,2.29,2.29,2.69,2.69,2.42,2.42,2.88,2.88,2.68,2.68,0.00946476,0.408908409,-0.438451672,0.165983415,-0.154791566,-0.901547726,-0.234292063,-1.605762847,-0.587734987,-0.23188888,-0.041412211,0.825266253,0.3654207,0.627793963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,2,0,0,3,3,0,0,3,0,0,0,0,0,0,23.06206975,5.490968988,0,0,5.490968988,2.196387595,0,0,3.294581393,3.294581393,0,0,3.294581393,0,0,0,0,0,
